country,1965.0_renewable_per,1966.0_renewable_per,1967.0_renewable_per,1968.0_renewable_per,1969.0_renewable_per,1970.0_renewable_per,1971.0_renewable_per,1972.0_renewable_per,1973.0_renewable_per,1974.0_renewable_per,1975.0_renewable_per,1976.0_renewable_per,1977.0_renewable_per,1978.0_renewable_per,1979.0_renewable_per,1980.0_renewable_per,1981.0_renewable_per,1982.0_renewable_per,1983.0_renewable_per,1984.0_renewable_per,1985.0_renewable_per,1986.0_renewable_per,1987.0_renewable_per,1988.0_renewable_per,1989.0_renewable_per,1990.0_renewable_per,1991.0_renewable_per,1992.0_renewable_per,1993.0_renewable_per,1994.0_renewable_per,1995.0_renewable_per,1996.0_renewable_per,1997.0_renewable_per,1998.0_renewable_per,1999.0_renewable_per,2000.0_renewable_per,2001.0_renewable_per,2002.0_renewable_per,2003.0_renewable_per,2004.0_renewable_per,2005.0_renewable_per,2006.0_renewable_per,2007.0_renewable_per,2008.0_renewable_per,2009.0_renewable_per,2010.0_renewable_per,2011.0_renewable_per,2012.0_renewable_per,2013.0_renewable_per,2014.0_renewable_per,2015.0_renewable_per,2016.0_renewable_per,2017.0_renewable_per,2018.0_renewable_per,2019.0_renewable_per
Iceland,0.0,0.0,0.0,0.0,0.0647520412376346,0.3409773343944474,0.31177736242677656,0.5163483520017311,0.477759989466879,0.11658190434740894,0.38783097300126174,0.3890312424295501,0.3119364697256434,0.3387097760143838,0.8112687234749765,0.7847870492147505,2.121693215432903,2.675690899113612,2.8006707831115536,2.6844265320621474,2.6806925533274972,3.1799793809249812,3.3978294189207303,3.3798135491909997,3.421231031434359,3.755286836191434,3.6310955521614936,3.0178509662731434,3.2147787579022986,3.2304020087980416,3.4915291154287202,3.923399537358252,4.072136997203441,6.586590033328639,10.463265174007876,11.476957878313426,12.379633042646535,11.675090989057528,11.335696141495829,11.648886502341108,12.901728064329054,18.53109939100827,21.92688733883571,19.701026592288702,22.111935618952778,21.55361600625451,22.554859265627687,24.597424051424483,23.920506943729404,23.831338828461007,21.850459824334617,21.910219636458876,21.25677758230519,23.80132641971314,24.785890490061796
Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011392174063447388,0.033446696279787046,0.04075661029098421,0.033656534820839155,0.08155463922208347,0.2496728839732359,0.4500951161513321,0.465659820774512,0.5459771814522651,0.6505588785082698,0.7081870872917257,0.8316646383551473,1.1539872779085847,1.7928701727608756,2.466585739109044,2.9998368719987414,3.8649831357865065,5.214976846373349,5.188923158722337,7.6472242053577135,7.295160568361508,8.384782730978744,9.48672435233201,10.903039104232638,10.23915705432418,12.293511128532476,13.751906531706231,15.368585586685906
Italy,0.8076051581393783,0.9310347836570599,0.8907375244363522,0.8575358840703512,0.8390851313058173,0.8425520845167918,0.7962984419009821,0.6867357393133728,0.6641325321048467,0.7335481035343188,0.7038905079264317,0.6375102959480651,0.6225385346859177,0.6203725429614759,0.603667417052727,0.6414521060598974,0.5738309702830063,0.5942856887464033,0.5849953565489268,0.5894744890583772,0.547477488378918,0.58088615722359,0.5947036916312982,0.5951922610669895,0.48903896806635977,0.49842273611760274,0.49081164956741213,0.5308844774356507,0.5744453858359552,0.5427544738934337,0.5349850736476387,0.6082426269097332,0.6597895240611248,0.7340118905749936,0.8053720959427965,0.8915353773532703,0.9941401566437605,1.1623165090534264,1.2960779020975322,1.5569266536423647,1.611958999916354,1.777254695677746,1.9478145336923745,2.456296053323939,3.3455071392200804,4.117391913910636,5.6649454822793635,7.657717430663093,9.083755959071967,9.86118616334052,9.93744281457243,10.097184842110856,10.248717494628602,9.875327390441594,9.976285752584884
Latvia,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067533749699274425,0.013470389955987249,0.01243182346385345,0.014581574583375178,0.03728752171601311,0.04122733517744113,0.14186917617747236,0.48906947338582946,0.5234347978550746,0.5828959198301132,0.6242941938712303,0.6015461964211919,0.6410097820140159,0.7081495115034786,1.2717457713076472,1.826260129625407,2.8467440591045214,4.2437027637813225,5.6145422586681475,6.375720574949958,5.864439987226558,5.955193924333326,7.165552874004506,7.310046853298919
Lithuania,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00609815777240829,0.01136777839973983,0.018854720610805762,0.028992769757692466,0.06609129670008716,0.3718930635500714,1.08203242259364,1.2976104488904114,1.4218089745642293,2.2857486466610966,3.1835739126635287,3.90690181701431,5.176405891636432,5.901827632042926,6.55668993572924,7.400274589096652,8.15358535793494,7.761355449920703,9.310579522819703
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09141464534962647,0.10138381074841395,0.10521112476393502,0.10700350143848301,0.15015618645890713,0.16026553820068531,0.1619230937579499,0.16797104819894396,0.15495142420915736,0.14971388558014842,0.20504082275172633,0.20915712443364795,0.15037879674921814,0.09354379599125183,0.09727956248068607,0.08168423001981967,0.10077906728714837,0.10743874019219485,0.15967566550576417,0.12301747391813186,0.16208782091973317,0.2365630753042961,0.2938592409136109,0.3522634509455067,0.3440749984093695,0.324595826264806,0.3681743610168147,0.4770812841210115,0.5948906327814524,0.6962471484521693,1.8078104167579496,1.8180398121597023,1.8902222237355635,1.7839597721839375,2.065046208311371,2.2695528881129103,2.772045375908561,3.4807447653589807,4.160375614395708,4.431823788147317,5.8272655311136425,6.203636932779379,6.506262109553679
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27125367911575,0.27008691152743586,0.2734463742435723,0.374415993646612,0.33098506307025516,0.32637744880476943,0.3646869311346255,0.0963403836575562,0.08357682214268028,0.005923954328131515,0.1489484870082689,0.1782857880502453,0.22198752064037952,0.26746829525006405,0.2887801997568226,0.22155752879693602,0.2509681494783294,0.2663738023582887,0.3046874885295472,0.34925701937428416,0.3806434336743229,0.47971718427910326,0.5399696843370726,0.6174567806245366,0.6823900959796816,0.7872506481137598,0.8447583868777087,1.0160296130687778,1.0095926147955894,1.3017443447521104,1.7895419886647113,2.0035440373169653,2.152242416212688,2.5790656494412447,3.0311742462733733,2.7868889377918102,3.274445280741785,3.418501174272574,3.4016906043086874,3.516972639589546,3.911939943512283,4.00899360810307,4.912431053436493,5.516618655884022,6.5210354502498555
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04653759409726601,0.07076481996891426,0.015381814180451963,0.01903379173589578,0.031840461096226534,0.11273610634762068,0.7926285781520921,1.4327128874194224,1.410164466421083,1.5958331912685648,1.494049907998365,1.438566923052568
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003329912009680255,0.017719253415394518,0.013634565007788852,0.017023115777058097,0.0171775952757368,0.12492992128716428,0.1328600217318773,0.13705899225410484,0.14211655950789812,0.1632721328793416,0.1648782335839096,0.18788389662234714,0.14216923235986506,0.1532430397534417,0.15898828141526355,0.14590027475868514,0.1584558255021489,0.15419665411662425,0.3269452954915602,0.35849131986110266,0.4239042055382822,0.5639135804592827,0.7070701987800998,0.8124297930571157,0.8538397979790322,0.9448741610461611,1.1448608866612584,1.2079242354786301,1.4577529720408293,1.4981828125991472,1.6547928577701772,1.866313350386979,2.589368152603665,2.81494855314153,3.8726009415166485
Poland,0.009308404059166173,0.013344539450136085,0.015012983610374921,0.014900758793749533,0.024931808269184848,0.016595010022809446,0.027537290259597693,0.04782262448162201,0.05658522547080762,0.05772816478128592,0.048048774080116784,0.03955436257667137,0.054935514515335175,0.051729023059161515,0.04669092380517171,0.04607624553010578,0.055432815087583284,0.0544356644257404,0.07292320734243679,0.06685168607771998,0.07522636199734883,0.06781675411930124,0.03444875409365098,0.01710471141746281,0.019474041089992258,0.01262570937324294,0.019474666871417776,0.0272359890085157,0.01497446935579901,0.013082780540352225,0.017042251303664418,0.03175152339626352,0.04122838642679463,0.05637634683948496,0.050563155434462576,0.06172507897039169,0.12516350060883752,0.133944005816106,0.18605981743492594,0.27407242937220716,0.47241755438949357,0.6358120550266031,0.8398068040320515,1.4953572974047378,2.1878157483369707,2.4371123056750026,3.0822471077669578,4.157204389846879,4.0566652645218,4.860674846330242,5.470550657730433,4.957246692711577,5.091921390249207,4.889326810163136,5.774966149946418
Portugal,1.1727241096168677,1.0378752219911314,0.9312276949444545,1.0849746068593322,1.2324502115973963,0.6819313547708575,0.4757945605969426,0.3460341222602738,0.5537396329626098,0.4761688887614971,0.6268425798218512,0.6156360244691264,0.5563173218814171,0.5239204167847236,0.5492034021206549,0.6986139718364405,0.6887213048527914,0.7238019362406733,0.8029381264596646,0.7110140700618962,1.025121178661882,1.0677049698785517,1.0575925650525113,1.0157363735148428,0.9485702992880213,0.9808144153070384,1.1083504263127606,1.1958807584954954,1.1981411088751555,1.2446014471129827,1.2041408371499032,1.1548836410348424,1.2430871772785346,1.1823218259732495,1.3417380864267454,1.4765986004076819,1.600005774993816,1.8068858968267636,1.8012982644821582,2.2488444197583024,3.190335593661514,4.611184682658982,6.0923131755260735,7.866191775503236,10.119568946704586,11.907311280141636,12.65610116484282,14.800598524974532,15.237688258726598,15.28184259638444,15.33842086696965,14.917102432431365,14.968245360503587,15.228408664669836,16.983155807766693
Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007815121141462136,0.0,0.001012722566372205,0.0005212243083943672,0.0,0.0,0.0,0.005877646881209997,0.006430849746572038,0.0,0.0,0.0,0.0018774299230599242,0.00186333961751306,0.0023844201738819357,0.0035512631271420333,0.002879526322682441,0.12939937543394325,0.29316482033677044,0.48184568722709165,0.6198576424106939,1.5559729181297772,2.418239431676476,4.166386389370303,4.839006549214695,6.912259994852289,6.732254836644995,7.212690672708594,6.300603100164261,7.007301454298853
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34329243103027585,0.19949509017573788,0.13586306192989267,0.03806497169595734,0.0975836511720478,0.7185313649332362,0.9812161910375974,1.0675721860327207,1.2730432712330773,1.4437920864595168,2.680627549948687,2.4787911277135546,2.635058087543201,3.773549605907374,4.022976337171317,4.064839923832751,3.777878423013328,3.8261666920824027,3.4379893440150306
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10988596233334341,0.2504896105573468,0.24478317507671607,0.34606027180987015,0.41896809861100626,0.3895271329617761,0.3514474986563381,0.3719368724848616,0.5185056068295896,1.1457952598467729,1.0193897500387552,1.325264668235278,1.4948785270551963,2.114852492705865,2.409903670913136,2.242171743221805,2.35107714863489,2.0553081361972847,2.2037236563897062,2.7069191404194277,3.194518623224852
Spain,0.0,0.0,0.0,0.0,0.0,0.024929033486085474,0.02506294877691981,0.02720264569257419,0.022753941445558867,0.019912757764953635,0.04290090182038868,0.06633701641639557,0.10614525329843875,0.10812362701128353,0.07977985616416627,0.11410421207475176,0.1324033385289465,0.1522789013180207,0.17107976137213213,0.1656423229466023,0.1855399831942135,0.15992197063428598,0.16143275185891715,0.1850614004345051,0.15626686457076686,0.14715314745659674,0.14265578636193144,0.16530040243991545,0.17548354632129448,0.19619085222948413,0.2969397461664714,0.3222178067140922,0.4638928126985734,0.5785537275521618,0.8676541082297524,1.1960549383906494,1.5147923243875623,2.1438570817234104,2.585852439513261,3.039807060288032,3.7688595648214815,3.9823081475975552,4.559816451023441,5.843684550807653,7.720350807788876,9.36352767166035,9.847656090910494,11.80524252069181,12.787129685850074,12.492140259221983,11.927398890549131,11.73023728121648,11.861395881155117,11.950071330842407,13.036043360279498
Sweden,0.0,0.0,0.0,0.0,0.0,0.07538285630746866,0.0914628982839753,0.12545317020104288,0.20958598077998147,0.20278852377995388,0.1661409349039032,0.17819918948670213,0.18367376035315217,0.12093342019501775,0.14412962250085745,0.3186103110879572,0.4108149955006656,0.46993509700521163,0.6862561882754585,0.8292753855287837,0.744410312125088,0.7869854042098343,0.797820136811448,0.8502747802675948,0.9330981699271539,0.8148076203666542,0.8253145304392364,0.8942273784136124,0.9852867054987011,1.0177013388427307,1.0760125430894107,1.0149040278275632,1.2948939189369921,1.2411550606904602,1.2646013514363699,2.04061801785122,1.7661498076784454,2.101685531721529,2.358633639490871,3.3855645390581612,3.7084524686256284,4.359331132415527,5.123445335462184,5.887026943142064,7.080149422257851,7.766108153566398,8.817841887892051,9.176104691665413,10.54642114776624,11.242739477296617,13.331388862469884,14.0590366840702,15.031163649137437,14.697057143634664,16.102946167367318
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09660414049762361,0.2838647616803849,0.16002323796412388,0.40431221230137526,0.3694484774798046,0.3602200446714335,0.3457997426758861,0.32030046637012016,0.3826956838413898,0.43004257622045355,0.4286254883162454,0.4721061068850239,0.37555867550721517,0.36505798694631797,0.40033922671017597,0.4074410124988528,0.4351312493306679,0.4795310314046018,0.5309840535466077,0.533276134473496,0.5563397828994417,0.5807613892817557,0.6612305887871579,0.6488683089136587,0.7195339670811519,0.7413591011314674,0.7794077263973189,0.8479185865131713,0.9095427120123477,0.955326295185763,0.9788067115592722,0.9934463464969179,1.098413810311568,1.3280922560843809,1.474169121919646,1.6370227076077746,2.063021585214122,2.367504991169136,2.89224500967061,3.442580315770663,3.6864185450916147,3.9374673306371455
Turkey,0.30524560916401045,0.3244612567502003,0.44477323498850363,0.3953000895233242,0.36002607875195486,0.31567700919568836,0.2780375216509707,0.26889778524321345,0.2668666181284605,0.2751337842013125,0.26280184444798727,0.17093864912611045,0.21139486758396162,0.12568133203233162,0.14114827432796348,0.12745209908017102,0.1022325324825842,0.0,0.0,0.017278216689392892,0.004341028190947456,0.028934317664131903,0.03377052599910352,0.03638505253592254,0.03380461836827714,0.03988563077711151,0.05837074391683489,0.05416183559259737,0.05730351697294914,0.05737017953178614,0.12162731355299955,0.09374125640505813,0.13025991944367743,0.11177968615139042,0.08105127097350368,0.08888856588506418,0.11868944964734597,0.09077670098364615,0.0690111024721299,0.06353919242172829,0.050924934147017153,0.08834243575610605,0.15013267670545616,0.2746604167074429,0.48893530475162034,0.8231654901805376,1.1318147227367104,1.3953840721324111,2.0938544792106852,2.2103887589677984,2.7038681308516286,3.5382557746182797,4.174221356661762,5.475766118466693,6.327698724491905
Ukraine,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005312092760107376,0.0005286808903139933,0.0010538767120244286,0.0028295124952457664,0.003899536171705305,0.0053297506962138655,0.005632468793023846,0.006417013289314929,0.005794263764252563,0.053951944695585285,0.052507736609121655,0.03621084207316516,0.0439941319196278,0.04485572484028795,0.1362393541802246,0.2897255339264373,0.4017357629998838,0.47825892490635463,0.42857215369908797,0.5548344103549918,0.6848943007859101,1.370851751762652
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001225588453179393,0.00011757767967203468,0.00011439917457528148,0.0,0.00011309199237358923,0.00100662314127002,0.06711140427407344,0.07573969690675023,0.10579979511486819,0.15305420011104473,0.20393105579365114,0.22190389585561676,0.23858624302416953,0.29413775257205776,0.3701406829234237,0.45092273247934256,0.5044194467229525,0.5638442549948515,0.6623570603984202,0.7701069541790642,0.9466248022722004,1.224797848484642,1.4292782867093001,1.6519468215636026,2.1008768084167673,2.6441964604529797,2.9169066168990114,3.793628294048286,4.343053666193625,5.7655010490750565,7.317314129960733,9.145462588862893,9.272684218012953,10.960509873509388,12.428189873551549,13.776740197409525
Other Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033628580427240575,0.000562837339748649,0.0005171056559928519,0.01221799510221474,0.01023756671083712,0.011151891105440601,0.010224132358634126,0.009112173964965907,0.008619105240090024,0.007832375377855813,0.009412026824457954,0.02052389486295855,0.023543805072516657,0.027501713238707797,0.03604125644994231,0.029209302961323104,0.032600826528026705,0.03234283136213782,0.04316552265489612,0.06317227848164023,0.08931114420280592,0.13878247820963435,0.2318022634342578,0.27929792360469746,0.43935609697295497,0.5339825552364024,0.9082908428499913
Total Europe,0.06764083879202445,0.08949657126857002,0.09515887071209407,0.09929067286742445,0.10045055786153377,0.1238048479025862,0.12247106684190702,0.11511870937041563,0.11711655690967446,0.12462957608518135,0.13340012064045476,0.1256853747793158,0.1293791440602562,0.13154732552777867,0.13214526302427765,0.14916209583345344,0.1533025587281932,0.1430427511981894,0.14623629291936674,0.14791371389892494,0.1292028703366449,0.15165889951437375,0.1476639713512471,0.15667418460053983,0.15784788745164144,0.2198473719654973,0.23213734998475485,0.2599218511351202,0.30130384329456306,0.33441251838994457,0.3718710335846086,0.3800569510499635,0.4742028126926642,0.5643916256281756,0.6277937353667199,0.7749958242155426,0.846586694914188,1.0286319024922568,1.188256080153812,1.4612745723635143,1.743849474005552,2.0450312277743663,2.495509171785073,2.922886859174154,3.5199375717739914,3.9327579196826634,4.751273911946959,5.5429740201344675,6.134347770073354,6.845060067486311,7.615480927547498,7.624904574819611,8.399555141349998,8.845509954914228,9.763804160673468
Azerbaijan,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004175705621972607,0.001001777647426069,0.0,0.0,0.11452456382338419,0.15002375207303764,0.14808811959175983,0.2158419175449598,0.21737544977285858,0.2945009464379451,0.3528429113863928
Belarus,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009511519152979324,0.0009390340342860678,0.0026354458814724932,0.013409799055785668,0.057204959026137245,0.13909307968264312,0.2022996638424872,0.19114422311387955,0.18432535058916535,0.17391224483868345,0.17362489847218557,0.216909889149585,0.2575819397398553,0.34256933251248783,0.3536317035951663,0.3617995367097864
Kazakhstan,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.417736621517218e-05,0.0009494026858373593,0.0018518969973164421,0.004930703094686294,0.06520056706253494,0.12776308589179985,0.14336027389473324,0.15588477311639284,0.2334804907889319
Russian Federation,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0017985202637202107,0.001823547665151509,0.0018365902777651884,0.0018767160140511765,0.0020916385536653196,0.002138289179653895,0.002145722569162705,0.0022695900177068344,0.0023137067959977135,0.002285108093183819,0.0031350737153850268,0.0044372938701597595,0.006777993400035036,0.013760989859673103,0.016544229576435403,0.016504461103270026,0.01753225118794477,0.016647510437029767,0.016570674800558446,0.017584218094180308,0.018143217540930654,0.0181903085848072,0.016392224537560438,0.01600608971631433,0.025866639200270977,0.03122530449969795,0.033440880495137736,0.037474276367951115,0.04124079672323067,0.054438599977174436
Turkmenistan,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001666391632738101,0.00042731429749571804,0.0008371601421306269,0.0017645263296067113,0.002853485099799758,0.003967693060893119,0.005325878912411572,0.00533575956988365,0.004738327284249859,0.004286904510887309
USSR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000152487711892937,0.00035231342209124,0.0007990882670361998,0.0019046875974733227
Other CIS,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003815932727074862,0.003943847805049427,0.002670202375080019,0.00621771419845725,0.005897449175807042,0.004150673677321254,0.00666116448328874,0.014382041975220758,0.03312136102308556,0.03947263737384689,0.03723187992057376,0.05059514079126732,0.0633719722799993,0.07175949352596489
Total CIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014251944629764311,0.0014493281521724675,0.0014669116799588976,0.001511964728124567,0.001685618836482289,0.0017332767836744202,0.0017307936372352663,0.0018348742143421699,0.001870452005326454,0.0018474615963902324,0.0025545823742468637,0.0035995227421133586,0.0054908059313183225,0.011110715627965482,0.013269737776920804,0.013191147387221581,0.014240857893657144,0.013765540873616334,0.015077059340152242,0.0183432584218823,0.02077423822485268,0.020063600687588,0.018873946962786898,0.019692959517531902,0.028637340549714008,0.03831057624332318,0.04684336799887126,0.05410570797920028,0.0603294669231014,0.07832211542447329
Iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142724805041408,0.007089728307230775,0.006164026990874062,0.005064632409851973,0.004485933649087324,0.006819411379949426,0.00967534371396076,0.015562392973210298,0.01624625201876549,0.021609031214040075,0.02419697660741478,0.023089954964933893,0.02359919059787933,0.02242695498510485,0.021639678692114195,0.02183387009624525,0.023171662243074178,0.024418001410434056,0.03315838409355541,0.03713909358221675,0.03990105378252785
Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02425697401795926,0.03118648373569663,0.031089733262917137,0.026735094876626012,0.026967544496706186,0.02557620239281373,0.022942849265399037
Israel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011863812588269464,0.08415625433003289,0.08548813104494567,0.08581706598232113,0.08796679075645471,0.052449210068825386,0.044979167703739255,0.05234996046313404,0.11649744499882483,0.1747430923230854,0.2997872065574127,0.4397642708828662,0.5450441273898432,0.899639505647542,1.1427567850349976,1.506049789961196,1.4199103795256842,1.4543829689732315,2.305138980773246
Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010292209229004022,0.0020090927650990354,0.0028576481991192263,0.02621979246240466,0.03784516141693226,0.04735768841111737,0.08702621599522459
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009651015702695179,0.0009636101582317703,0.0027956554872929297,0.0027829313198075266,0.002492504687664585,0.002260419495033718,0.002211104617097072
Qatar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07726216817595712,0.06766333997724869,0.06396755153581213,0.060561197481391396,0.05397930994118632,0.0558995169849431,0.057678761800432646,0.055367119445614565,0.05429418176240604
Saudi Arabia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.499331282654599e-05,7.071410277666529e-05,0.0004304570193368141,0.0005026352697621623,0.002240487755561382,0.003674577494193382,0.003680801858778206,0.010860094034948524,0.010655524542142537,0.012698895068257785,0.031258671749141397,0.1438705915684086
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017926111354513055,0.004929913521757998,0.0052186690169897815,0.005785608086270436,0.019586184513275127,0.07134072412344636,0.06461249527716381,0.06734572286386042,0.15130020879680292,0.2463168748124422,0.7707648981806728
Other Middle East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008611854623104293,0.0008143018234997024,0.0007825217794853907,0.0007574636152106809,0.0007334138135973098,0.0006833824447767011,0.0006749664184122828,0.001856105437566255,0.0017491245907550494,0.0017361967016414916,0.003421039927910911,0.0044113706848308894,0.004223721048622718,0.0045261282876649265,0.004896558958935117,0.004014832647004576,0.004268443795899084,0.005705353305191806,0.006602619982806287,0.0058900384759589435,0.007227036566108305,0.008103221784142155,0.009551045690007278,0.014336720876332958,0.02542679908620677,0.15768848030556362,0.6844622348941437,1.007453185766482,1.5293090832094876,1.5708332808502659
